Date,Home Team,Away Team,Home Goals,Away Goals
2020-09-19,Fiorentina,Torino,1,0
2020-09-19,Verona,Roma,0,0
2020-09-20,Parma,Napoli,0,2
2020-09-20,Genoa,Crotone,4,1
2020-09-20,Sassuolo,Cagliari,1,1
2020-09-20,Juventus,Sampdoria,3,0
2020-09-21,Milan,Bologna,2,0
2020-09-26,Torino,Atalanta,2,4
2020-09-26,Cagliari,Lazio,0,2
2020-09-26,Sampdoria,Benevento,2,3
2020-09-26,Inter,Fiorentina,4,3
2020-09-27,Spezia,Sassuolo,1,4
2020-09-27,Napoli,Genoa,6,0
2020-09-27,Verona,Udinese,1,0
2020-09-27,Crotone,Milan,0,2
2020-09-27,Roma,Juventus,2,2
2020-09-28,Bologna,Parma,4,1
2020-09-30,Benevento,Inter,2,5
2020-09-30,Udinese,Spezia,0,2
2020-09-30,Lazio,Atalanta,1,4
2020-10-02,Fiorentina,Sampdoria,1,2
2020-10-03,Sassuolo,Crotone,4,1
2020-10-03,Udinese,Roma,0,1
2020-10-04,Atalanta,Cagliari,5,2
2020-10-04,Benevento,Bologna,1,0
2020-10-04,Lazio,Inter,1,1
2020-10-04,Parma,Verona,1,0
2020-10-04,Milan,Spezia,3,0
2020-10-17,Napoli,Atalanta,4,1
2020-10-17,Inter,Milan,1,2
2020-10-17,Sampdoria,Lazio,3,0
2020-10-17,Crotone,Juventus,1,1
2020-10-18,Bologna,Sassuolo,3,4
2020-10-18,Spezia,Fiorentina,2,2
2020-10-18,Torino,Cagliari,2,3
2020-10-18,Udinese,Parma,3,2
2020-10-18,Roma,Benevento,5,2
2020-10-19,Verona,Genoa,0,0
2020-10-23,Sassuolo,Torino,3,3
2020-10-24,Atalanta,Sampdoria,1,3
2020-10-24,Genoa,Inter,0,2
2020-10-24,Lazio,Bologna,2,1
2020-10-25,Cagliari,Crotone,4,2
2020-10-25,Benevento,Napoli,1,2
2020-10-25,Parma,Spezia,2,2
2020-10-25,Fiorentina,Udinese,3,2
2020-10-25,Juventus,Verona,1,1
2020-10-26,Milan,Roma,3,3
2020-10-31,Crotone,Atalanta,1,2
2020-10-31,Inter,Parma,2,2
2020-10-31,Bologna,Cagliari,3,2
2020-11-01,Udinese,Milan,1,2
2020-11-01,Spezia,Juventus,1,4
2020-11-01,Torino,Lazio,3,4
2020-11-01,Napoli,Sassuolo,0,2
2020-11-01,Roma,Fiorentina,2,0
2020-11-01,Sampdoria,Genoa,1,1
2020-11-02,Verona,Benevento,3,1
2020-11-04,Genoa,Torino,1,2
2020-11-06,Sassuolo,Udinese,0,0
2020-11-07,Cagliari,Sampdoria,2,0
2020-11-07,Benevento,Spezia,0,3
2020-11-07,Parma,Fiorentina,0,0
2020-11-08,Lazio,Juventus,1,1
2020-11-08,Atalanta,Inter,1,1
2020-11-08,Genoa,Roma,1,3
2020-11-08,Torino,Crotone,0,0
2020-11-08,Bologna,Napoli,0,1
2020-11-08,Milan,Verona,2,2
2020-11-21,Crotone,Lazio,0,2
2020-11-21,Spezia,Atalanta,0,0
2020-11-21,Juventus,Cagliari,2,0
2020-11-22,Fiorentina,Benevento,0,1
2020-11-22,Inter,Torino,4,2
2020-11-22,Roma,Parma,3,0
2020-11-22,Sampdoria,Bologna,1,2
2020-11-22,Verona,Sassuolo,0,2
2020-11-22,Udinese,Genoa,1,0
2020-11-22,Napoli,Milan,1,3
2020-11-28,Sassuolo,Inter,0,3
2020-11-28,Benevento,Juventus,1,1
2020-11-28,Atalanta,Verona,0,2
2020-11-29,Lazio,Udinese,1,3
2020-11-29,Bologna,Crotone,1,0
2020-11-29,Milan,Fiorentina,2,0
2020-11-29,Cagliari,Spezia,2,2
2020-11-29,Napoli,Roma,4,0
2020-11-30,Torino,Sampdoria,2,2
2020-11-30,Genoa,Parma,1,2
2020-12-05,Spezia,Lazio,1,2
2020-12-05,Juventus,Torino,2,1
2020-12-05,Inter,Bologna,3,1
2020-12-06,Verona,Cagliari,1,1
2020-12-06,Parma,Benevento,0,0
2020-12-06,Roma,Sassuolo,0,0
2020-12-06,Crotone,Napoli,0,4
2020-12-06,Sampdoria,Milan,1,2
2020-12-07,Fiorentina,Genoa,1,1
2020-12-11,Sassuolo,Benevento,1,0
2020-12-12,Crotone,Spezia,4,1
2020-12-12,Torino,Udinese,2,3
2020-12-12,Lazio,Verona,1,2
2020-12-13,Cagliari,Inter,1,3
2020-12-13,Atalanta,Fiorentina,3,0
2020-12-13,Bologna,Roma,1,5
2020-12-13,Napoli,Sampdoria,2,1
2020-12-13,Genoa,Juventus,1,3
2020-12-13,Milan,Parma,2,2
2020-12-15,Udinese,Crotone,0,0
2020-12-15,Benevento,Lazio,1,1
2020-12-16,Juventus,Atalanta,1,1
2020-12-16,Fiorentina,Sassuolo,1,1
2020-12-16,Genoa,Milan,2,2
2020-12-16,Inter,Napoli,1,0
2020-12-16,Parma,Cagliari,0,0
2020-12-16,Spezia,Bologna,2,2
2020-12-16,Verona,Sampdoria,1,2
2020-12-17,Roma,Torino,3,1
2020-12-19,Fiorentina,Verona,1,1
2020-12-19,Sampdoria,Crotone,3,1
2020-12-19,Parma,Juventus,0,4
2020-12-20,Torino,Bologna,1,1
2020-12-20,Benevento,Genoa,2,0
2020-12-20,Cagliari,Udinese,1,1
2020-12-20,Inter,Spezia,2,1
2020-12-20,Sassuolo,Milan,1,2
2020-12-20,Atalanta,Roma,4,1
2020-12-20,Lazio,Napoli,2,0
2020-12-22,Crotone,Parma,2,1
2020-12-22,Juventus,Fiorentina,0,3
2020-12-23,Verona,Inter,1,2
2020-12-23,Bologna,Atalanta,2,2
2020-12-23,Milan,Lazio,3,2
2020-12-23,Napoli,Torino,1,1
2020-12-23,Roma,Cagliari,3,2
2020-12-23,Sampdoria,Sassuolo,2,3
2020-12-23,Spezia,Genoa,1,2
2020-12-23,Udinese,Benevento,0,2
2021-01-03,Inter,Crotone,6,2
2021-01-03,Atalanta,Sassuolo,5,1
2021-01-03,Cagliari,Napoli,1,4
2021-01-03,Fiorentina,Bologna,0,0
2021-01-03,Genoa,Lazio,1,1
2021-01-03,Parma,Torino,0,3
2021-01-03,Roma,Sampdoria,1,0
2021-01-03,Spezia,Verona,0,1
2021-01-03,Benevento,Milan,0,2
2021-01-03,Juventus,Udinese,4,1
2021-01-06,Cagliari,Benevento,1,2
2021-01-06,Atalanta,Parma,3,0
2021-01-06,Bologna,Udinese,2,2
2021-01-06,Crotone,Roma,1,3
2021-01-06,Lazio,Fiorentina,2,1
2021-01-06,Sampdoria,Inter,2,1
2021-01-06,Sassuolo,Genoa,2,1
2021-01-06,Torino,Verona,1,1
2021-01-06,Napoli,Spezia,1,2
2021-01-06,Milan,Juventus,1,3
2021-01-09,Benevento,Atalanta,1,4
2021-01-09,Genoa,Bologna,2,0
