Date,Home Team,Away Team,Home Goals,Away Goals
2020-09-12,Eibar,Celta,0,0
2020-09-12,Granada,Ath Bilbao,2,0
2020-09-12,Cadiz,Osasuna,0,2
2020-09-13,Alaves,Betis,0,1
2020-09-13,Valladolid,Sociedad,1,1
2020-09-13,Villarreal,Huesca,1,1
2020-09-13,Valencia,Levante,4,2
2020-09-19,Villarreal,Eibar,2,1
2020-09-19,Getafe,Osasuna,1,0
2020-09-19,Celta,Valencia,2,1
2020-09-20,Huesca,Cadiz,0,2
2020-09-20,Betis,Valladolid,2,0
2020-09-20,Granada,Alaves,2,1
2020-09-20,Sociedad,Real Madrid,0,0
2020-09-26,Alaves,Getafe,0,0
2020-09-26,Valencia,Huesca,1,1
2020-09-26,Elche,Sociedad,0,3
2020-09-26,Betis,Real Madrid,2,3
2020-09-27,Osasuna,Levante,1,3
2020-09-27,Eibar,Ath Bilbao,1,2
2020-09-27,Ath Madrid,Granada,6,1
2020-09-27,Cadiz,Sevilla,1,3
2020-09-27,Valladolid,Celta,1,1
2020-09-27,Barcelona,Villarreal,4,0
2020-09-29,Sociedad,Valencia,0,1
2020-09-29,Getafe,Betis,3,0
2020-09-30,Huesca,Ath Madrid,0,0
2020-09-30,Villarreal,Alaves,3,1
2020-09-30,Eibar,Elche,0,1
2020-09-30,Real Madrid,Valladolid,1,0
2020-10-01,Ath Bilbao,Cadiz,0,1
2020-10-01,Sevilla,Levante,1,0
2020-10-01,Celta,Barcelona,0,3
2020-10-03,Valladolid,Eibar,1,2
2020-10-03,Ath Madrid,Villarreal,0,0
2020-10-03,Elche,Huesca,0,0
2020-10-03,Sociedad,Getafe,3,0
2020-10-03,Valencia,Betis,0,2
2020-10-04,Osasuna,Celta,2,0
2020-10-04,Alaves,Ath Bilbao,1,0
2020-10-04,Levante,Real Madrid,0,2
2020-10-04,Cadiz,Granada,1,1
2020-10-04,Barcelona,Sevilla,1,1
2020-10-17,Granada,Sevilla,1,0
2020-10-17,Celta,Ath Madrid,0,2
2020-10-17,Real Madrid,Cadiz,0,1
2020-10-17,Getafe,Barcelona,1,0
2020-10-18,Eibar,Osasuna,0,0
2020-10-18,Ath Bilbao,Levante,2,0
2020-10-18,Villarreal,Valencia,2,1
2020-10-18,Alaves,Elche,0,2
2020-10-18,Huesca,Valladolid,2,2
2020-10-18,Betis,Sociedad,0,3
2020-10-23,Elche,Valencia,2,1
2020-10-24,Barcelona,Real Madrid,1,3
2020-10-24,Osasuna,Ath Bilbao,1,0
2020-10-24,Sevilla,Eibar,0,1
2020-10-24,Ath Madrid,Betis,2,0
2020-10-25,Valladolid,Alaves,0,2
2020-10-25,Cadiz,Villarreal,0,0
2020-10-25,Getafe,Granada,0,1
2020-10-25,Sociedad,Huesca,4,1
2020-10-26,Levante,Celta,1,1
2020-10-30,Eibar,Cadiz,0,2
2020-10-31,Real Madrid,Huesca,4,1
2020-10-31,Ath Bilbao,Sevilla,2,1
2020-10-31,Osasuna,Ath Madrid,1,3
2020-10-31,Alaves,Barcelona,1,1
2020-11-01,Betis,Elche,3,1
2020-11-01,Celta,Sociedad,1,4
2020-11-01,Granada,Levante,1,1
2020-11-01,Valencia,Getafe,2,2
2020-11-02,Villarreal,Valladolid,2,0
2020-11-06,Elche,Celta,1,1
2020-11-07,Huesca,Eibar,1,1
2020-11-07,Barcelona,Betis,5,2
2020-11-07,Sevilla,Osasuna,1,0
2020-11-07,Ath Madrid,Cadiz,4,0
2020-11-08,Getafe,Villarreal,1,3
2020-11-08,Sociedad,Granada,2,0
2020-11-08,Levante,Alaves,1,1
2020-11-08,Valladolid,Ath Bilbao,2,1
2020-11-08,Valencia,Real Madrid,4,1
2020-11-20,Osasuna,Huesca,1,1
2020-11-21,Levante,Elche,1,1
2020-11-21,Villarreal,Real Madrid,1,1
2020-11-21,Sevilla,Celta,4,2
2020-11-21,Ath Madrid,Barcelona,1,0
2020-11-22,Eibar,Getafe,0,0
2020-11-22,Cadiz,Sociedad,0,1
2020-11-22,Granada,Valladolid,1,3
2020-11-22,Alaves,Valencia,2,2
2020-11-23,Ath Bilbao,Betis,4,0
2020-11-27,Valladolid,Levante,1,1
2020-11-28,Elche,Cadiz,1,1
2020-11-28,Valencia,Ath Madrid,0,1
2020-11-28,Huesca,Sevilla,0,1
2020-11-28,Real Madrid,Alaves,1,2
2020-11-29,Barcelona,Osasuna,4,0
2020-11-29,Getafe,Ath Bilbao,1,1
2020-11-29,Celta,Granada,3,1
2020-11-29,Sociedad,Villarreal,1,1
2020-11-30,Betis,Eibar,0,2
2020-12-04,Ath Bilbao,Celta,0,2
2020-12-05,Levante,Getafe,3,0
2020-12-05,Sevilla,Real Madrid,0,1
2020-12-05,Ath Madrid,Valladolid,2,0
2020-12-05,Cadiz,Barcelona,2,1
2020-12-06,Granada,Huesca,3,3
