Date,Home Team,Away Team,Home Goals,Away Goals
2021-03-21,Brest,Angers,0,0
2021-03-21,Dijon,Reims,0,1
2021-03-21,Montpellier,Bordeaux,3,1
2021-03-21,Nantes,Lorient,1,1
2021-03-21,Lille,Nimes,1,2
2021-03-21,Lyon,Paris SG,2,4
2021-04-03,Monaco,Metz,4,0
2021-04-03,Paris SG,Lille,0,1
2021-04-03,Lens,Lyon,1,1
2021-04-04,Angers,Montpellier,1,1
2021-04-04,Bordeaux,Strasbourg,2,3
2021-04-04,Lorient,Brest,1,0
2021-04-04,Nantes,Nice,1,2
2021-04-04,Reims,Rennes,2,2
2021-04-04,Nimes,St Etienne,0,2
2021-04-04,Marseille,Dijon,2,0
2021-04-09,Metz,Lille,0,2
2021-04-10,Strasbourg,Paris SG,1,4
2021-04-10,Montpellier,Marseille,3,3
2021-04-11,Rennes,Nantes,1,0
2021-04-11,Brest,Nimes,1,1
2021-04-11,Lens,Lorient,4,1
2021-04-11,Nice,Reims,0,0
2021-04-11,St Etienne,Bordeaux,4,1
2021-04-11,Monaco,Dijon,3,0
2021-04-11,Lyon,Angers,3,0
2021-04-16,Lille,Montpellier,1,1
2021-04-17,Angers,Rennes,0,3
2021-04-17,Marseille,Lorient,3,2
2021-04-18,Paris SG,St Etienne,3,2
2021-04-18,Brest,Lens,1,1
2021-04-18,Dijon,Nice,2,0
2021-04-18,Nimes,Strasbourg,1,1
2021-04-18,Reims,Metz,0,0
2021-04-18,Bordeaux,Monaco,0,3
2021-04-18,Nantes,Lyon,1,2
2021-04-23,Reims,Marseille,1,3
2021-04-24,St Etienne,Brest,1,2
2021-04-24,Metz,Paris SG,1,3
2021-04-25,Nice,Montpellier,3,1
2021-04-25,Lens,Nimes,2,1
2021-04-25,Lorient,Bordeaux,4,1
2021-04-25,Rennes,Dijon,5,1
2021-04-25,Strasbourg,Nantes,1,2
2021-04-25,Angers,Monaco,0,1
2021-04-25,Lyon,Lille,2,3
2021-04-30,Marseille,Strasbourg,1,1
2021-05-01,Paris SG,Lens,2,1
2021-05-01,Lille,Nice,2,0
2021-05-02,Bordeaux,Rennes,1,0
2021-05-02,Brest,Nantes,1,4
2021-05-02,Dijon,Metz,1,5
2021-05-02,Lorient,Angers,2,0
2021-05-02,Nimes,Reims,2,2
2021-05-02,Montpellier,St Etienne,1,2
2021-05-02,Monaco,Lyon,2,3
2021-05-07,Lens,Lille,0,3
2021-05-08,Nantes,Bordeaux,3,0
2021-05-08,Lyon,Lorient,4,1
2021-05-09,St Etienne,Marseille,1,0
2021-05-09,Angers,Dijon,3,0
2021-05-09,Metz,Nimes,0,3
2021-05-09,Nice,Brest,3,2
2021-05-09,Strasbourg,Montpellier,2,3
2021-05-09,Reims,Monaco,0,1
2021-05-09,Rennes,Paris SG,1,1
2021-05-16,Bordeaux,Lens,3,0
2021-05-16,Dijon,Nantes,0,4
2021-05-16,Lille,St Etienne,0,0
2021-05-16,Lorient,Metz,2,1
2021-05-16,Marseille,Angers,3,2
2021-05-16,Monaco,Rennes,2,1
2021-05-16,Montpellier,Brest,0,0
2021-05-16,Nice,Strasbourg,0,2
2021-05-16,Nimes,Lyon,2,5
2021-05-16,Paris SG,Reims,4,0
2021-05-23,Angers,Lille,1,2
2021-05-23,Brest,Paris SG,0,2
2021-05-23,Lens,Monaco,0,0
2021-05-23,Lyon,Nice,2,3
2021-05-23,Metz,Marseille,1,1
2021-05-23,Nantes,Montpellier,1,2
2021-05-23,Reims,Bordeaux,1,2
2021-05-23,Rennes,Nimes,2,0
2021-05-23,St Etienne,Dijon,0,1
2021-05-23,Strasbourg,Lorient,1,1
