Date,Home Team,Away Team,Home Goals,Away Goals
2024-01-07,Salernitana,Juventus,1,2
2024-01-07,Roma,Atalanta,1,1
2024-01-13,Genoa,Torino,0,0
2024-01-13,Napoli,Salernitana,2,1
2024-01-13,Verona,Empoli,2,1
2024-01-13,Monza,Inter,1,5
2024-01-14,Lazio,Lecce,1,0
2024-01-14,Cagliari,Bologna,2,1
2024-01-14,Fiorentina,Udinese,2,2
2024-01-14,Milan,Roma,3,1
2024-01-15,Atalanta,Frosinone,5,0
2024-01-16,Juventus,Sassuolo,3,0
2024-01-20,Roma,Verona,2,1
2024-01-20,Udinese,Milan,2,3
2024-01-21,Frosinone,Cagliari,3,1
2024-01-21,Empoli,Monza,3,0
2024-01-21,Salernitana,Genoa,1,2
2024-01-21,Lecce,Juventus,0,3
2024-01-26,Cagliari,Torino,1,2
2024-01-27,Atalanta,Udinese,2,0
2024-01-27,Juventus,Empoli,1,1
2024-01-27,Milan,Bologna,2,2
2024-01-28,Genoa,Lecce,2,1
2024-01-28,Monza,Sassuolo,1,0
2024-01-28,Verona,Frosinone,1,1
2024-01-28,Lazio,Napoli,0,0
2024-01-28,Fiorentina,Inter,0,1
2024-01-29,Salernitana,Roma,1,2
2024-02-02,Lecce,Fiorentina,3,2
2024-02-03,Empoli,Genoa,0,0
2024-02-03,Udinese,Monza,0,0
2024-02-03,Frosinone,Milan,2,3
2024-02-03,Bologna,Sassuolo,4,2
2024-02-04,Torino,Salernitana,0,0
2024-02-04,Napoli,Verona,2,1
2024-02-04,Atalanta,Lazio,3,1
2024-02-04,Inter,Juventus,1,0
2024-02-05,Roma,Cagliari,4,0
2024-02-09,Salernitana,Empoli,1,3
2024-02-10,Cagliari,Lazio,1,3
2024-02-10,Roma,Inter,2,4
2024-02-10,Sassuolo,Torino,1,1
2024-02-11,Fiorentina,Frosinone,5,1
2024-02-11,Bologna,Lecce,4,0
2024-02-11,Monza,Verona,0,0
2024-02-11,Genoa,Atalanta,1,4
2024-02-11,Milan,Napoli,1,0
2024-02-12,Juventus,Udinese,0,1
2024-02-14,Bologna,Fiorentina,2,0
2024-02-16,Torino,Lecce,2,0
2024-02-16,Inter,Salernitana,4,0
2024-02-17,Napoli,Genoa,1,1
2024-02-17,Verona,Juventus,2,2
2024-02-17,Atalanta,Sassuolo,3,0
2024-02-18,Lazio,Bologna,1,2
2024-02-18,Empoli,Fiorentina,1,1
2024-02-18,Udinese,Cagliari,1,1
2024-02-18,Frosinone,Roma,0,3
2024-02-18,Monza,Milan,4,2
2024-02-22,Torino,Lazio,0,2
2024-02-23,Bologna,Verona,2,0
2024-02-24,Sassuolo,Empoli,2,3
2024-02-24,Salernitana,Monza,0,2
2024-02-24,Genoa,Udinese,2,0
2024-02-25,Juventus,Frosinone,3,2
2024-02-25,Cagliari,Napoli,1,1
2024-02-25,Lecce,Inter,0,4
2024-02-25,Milan,Atalanta,1,1
2024-02-26,Roma,Torino,3,2
2024-02-26,Fiorentina,Lazio,2,1
2024-02-28,Sassuolo,Napoli,1,6
2024-02-28,Inter,Atalanta,4,0
2024-03-01,Lazio,Milan,0,1
2024-03-02,Udinese,Salernitana,1,1
2024-03-02,Monza,Roma,1,4
2024-03-02,Torino,Fiorentina,0,0
2024-03-03,Verona,Sassuolo,1,0
2024-03-03,Empoli,Cagliari,0,1
2024-03-03,Frosinone,Lecce,1,1
2024-03-03,Atalanta,Bologna,1,2
2024-03-03,Napoli,Juventus,2,1
2024-03-04,Inter,Genoa,2,1
2024-03-08,Napoli,Torino,1,1
2024-03-09,Cagliari,Salernitana,4,2
2024-03-09,Sassuolo,Frosinone,1,0
2024-03-09,Bologna,Inter,0,1
2024-03-09,Genoa,Monza,2,3
2024-03-10,Lecce,Verona,0,1
2024-03-10,Milan,Empoli,1,0
2024-03-10,Juventus,Atalanta,2,2
2024-03-10,Fiorentina,Roma,2,2
2024-03-11,Lazio,Udinese,1,2
2024-03-15,Empoli,Bologna,0,1
2024-03-16,Monza,Cagliari,1,0
2024-03-16,Udinese,Torino,0,2
2024-03-16,Salernitana,Lecce,0,1
2024-03-16,Frosinone,Lazio,2,3
2024-03-17,Juventus,Genoa,0,0
2024-03-17,Verona,Milan,1,3
2024-03-17,Roma,Sassuolo,1,0
2024-03-17,Inter,Napoli,1,1
2024-03-30,Napoli,Atalanta,0,3
2024-03-30,Genoa,Frosinone,1,1
2024-03-30,Torino,Monza,1,0
2024-03-30,Lazio,Juventus,1,0
2024-03-30,Fiorentina,Milan,1,2
2024-04-01,Bologna,Salernitana,3,0
2024-04-01,Cagliari,Verona,1,1
2024-04-01,Sassuolo,Udinese,1,1
2024-04-01,Lecce,Roma,0,0
2024-04-01,Inter,Empoli,2,0
2024-04-05,Salernitana,Sassuolo,2,2
2024-04-06,Milan,Lecce,3,0
2024-04-06,Roma,Lazio,1,0
2024-04-06,Empoli,Torino,3,2
2024-04-07,Frosinone,Bologna,0,0
2024-04-07,Monza,Napoli,2,4
2024-04-07,Cagliari,Atalanta,2,1
2024-04-07,Verona,Genoa,1,2
2024-04-07,Juventus,Fiorentina,1,0
2024-04-08,Udinese,Inter,1,2
2024-04-12,Lazio,Salernitana,4,1
2024-04-13,Lecce,Empoli,1,0
2024-04-13,Torino,Juventus,0,0
2024-04-13,Bologna,Monza,0,0
2024-04-14,Napoli,Frosinone,2,2
2024-04-14,Sassuolo,Milan,3,3
2024-04-14,Inter,Cagliari,2,2
2024-04-15,Fiorentina,Genoa,1,1
2024-04-15,Atalanta,Verona,2,2
2024-04-19,Genoa,Lazio,0,1
2024-04-19,Cagliari,Juventus,2,2
2024-04-20,Empoli,Napoli,1,0
2024-04-20,Verona,Udinese,1,0
2024-04-21,Sassuolo,Lecce,0,3
2024-04-21,Torino,Frosinone,0,0
2024-04-21,Salernitana,Fiorentina,0,2
2024-04-21,Monza,Atalanta,1,2
2024-04-22,Roma,Bologna,1,3
2024-04-22,Milan,Inter,1,2
2024-04-25,Udinese,Roma,1,2
2024-04-26,Frosinone,Salernitana,3,0
2024-04-27,Lecce,Monza,1,1
2024-04-27,Juventus,Milan,0,0
2024-04-27,Lazio,Verona,1,0
2024-04-28,Inter,Torino,2,0
2024-04-28,Bologna,Udinese,1,1
2024-04-28,Atalanta,Empoli,2,0
2024-04-28,Napoli,Roma,2,2
2024-04-28,Fiorentina,Sassuolo,5,1
2024-04-29,Genoa,Cagliari,3,0
2024-05-03,Torino,Bologna,0,0
2024-05-04,Monza,Lazio,2,2
2024-05-04,Sassuolo,Inter,1,0
2024-05-05,Cagliari,Lecce,1,1
2024-05-05,Empoli,Frosinone,0,0
2024-05-05,Verona,Fiorentina,2,1
2024-05-05,Milan,Genoa,3,3
2024-05-05,Roma,Juventus,1,1
2024-05-06,Salernitana,Atalanta,1,2
2024-05-06,Udinese,Napoli,1,1
2024-05-10,Frosinone,Inter,0,5
2024-05-11,Napoli,Bologna,0,2
2024-05-11,Milan,Cagliari,5,1
2024-05-12,Lazio,Empoli,2,0
2024-05-12,Genoa,Sassuolo,2,1
2024-05-12,Verona,Torino,1,2
2024-05-12,Juventus,Salernitana,1,1
2024-05-12,Atalanta,Roma,2,1
2024-05-13,Lecce,Udinese,0,2
2024-05-13,Fiorentina,Monza,2,1
2024-05-17,Fiorentina,Napoli,2,2
2024-05-18,Lecce,Atalanta,0,2
2024-05-18,Torino,Milan,3,1
2024-05-19,Sassuolo,Cagliari,0,2
2024-05-19,Monza,Frosinone,0,1
2024-05-19,Udinese,Empoli,1,1
2024-05-19,Inter,Lazio,1,1
2024-05-19,Roma,Genoa,1,0
2024-05-20,Salernitana,Verona,1,2
2024-05-20,Bologna,Juventus,3,3
2024-05-23,Cagliari,Fiorentina,2,3
2024-05-24,Genoa,Bologna,2,0
2024-05-25,Juventus,Monza,2,0
2024-05-25,Milan,Salernitana,3,3
2024-05-26,Atalanta,Torino,3,0
2024-05-26,Napoli,Lecce,0,0
2024-05-26,Empoli,Roma,2,1
2024-05-26,Frosinone,Udinese,0,1
2024-05-26,Lazio,Sassuolo,1,1
2024-05-26,Verona,Inter,2,2
2024-06-02,Atalanta,Fiorentina,2,3
