Date,Home Team,Away Team,Home Goals,Away Goals
2024-02-25,Ein Frankfurt,Wolfsburg,2,2
2024-02-25,Dortmund,Hoffenheim,2,3
2024-02-25,Augsburg,Freiburg,2,1
2024-03-01,Freiburg,Bayern Munich,2,2
2024-03-02,Bochum,RB Leipzig,1,4
2024-03-02,Darmstadt,Augsburg,0,6
2024-03-02,Heidenheim,Ein Frankfurt,1,2
2024-03-02,Mainz,M'gladbach,1,1
2024-03-02,Union Berlin,Dortmund,0,2
2024-03-02,Wolfsburg,Stuttgart,2,3
2024-03-03,FC Koln,Leverkusen,0,2
2024-03-03,Hoffenheim,Werder Bremen,2,1
2024-03-08,Stuttgart,Union Berlin,2,0
2024-03-09,Augsburg,Heidenheim,1,0
2024-03-09,Bayern Munich,Mainz,8,1
2024-03-09,M'gladbach,FC Koln,3,3
2024-03-09,RB Leipzig,Darmstadt,2,0
2024-03-09,Werder Bremen,Dortmund,1,2
2024-03-10,Bochum,Freiburg,1,2
2024-03-10,Ein Frankfurt,Hoffenheim,3,1
2024-03-10,Leverkusen,Wolfsburg,2,0
2024-03-15,FC Koln,RB Leipzig,1,5
2024-03-16,Darmstadt,Bayern Munich,2,5
2024-03-16,Heidenheim,M'gladbach,1,1
2024-03-16,Mainz,Bochum,2,0
2024-03-16,Union Berlin,Werder Bremen,2,1
2024-03-16,Wolfsburg,Augsburg,1,3
2024-03-16,Hoffenheim,Stuttgart,0,3
2024-03-17,Freiburg,Leverkusen,2,3
2024-03-17,Dortmund,Ein Frankfurt,3,1
2024-03-30,Ein Frankfurt,Union Berlin,0,0
2024-03-30,Leverkusen,Hoffenheim,2,1
2024-03-30,M'gladbach,Freiburg,0,3
2024-03-30,RB Leipzig,Mainz,0,0
2024-03-30,Werder Bremen,Wolfsburg,0,2
2024-03-30,Bayern Munich,Dortmund,0,2
2024-03-31,Augsburg,FC Koln,1,1
2024-03-31,Stuttgart,Heidenheim,3,3
2024-03-31,Bochum,Darmstadt,2,2
2024-04-05,Ein Frankfurt,Werder Bremen,1,1
2024-04-06,FC Koln,Bochum,2,1
2024-04-06,Freiburg,RB Leipzig,1,4
2024-04-06,Heidenheim,Bayern Munich,3,2
2024-04-06,Mainz,Darmstadt,4,0
2024-04-06,Union Berlin,Leverkusen,0,1
2024-04-06,Dortmund,Stuttgart,0,1
2024-04-07,Hoffenheim,Augsburg,3,1
2024-04-07,Wolfsburg,M'gladbach,1,3
2024-04-12,Augsburg,Union Berlin,2,0
2024-04-13,Bayern Munich,FC Koln,2,0
2024-04-13,Bochum,Heidenheim,1,1
2024-04-13,Mainz,Hoffenheim,4,1
2024-04-13,M'gladbach,Dortmund,1,2
2024-04-13,RB Leipzig,Wolfsburg,3,0
2024-04-13,Stuttgart,Ein Frankfurt,3,0
2024-04-14,Darmstadt,Freiburg,0,1
2024-04-14,Leverkusen,Werder Bremen,5,0
2024-04-19,Ein Frankfurt,Augsburg,3,1
2024-04-20,FC Koln,Darmstadt,0,2
2024-04-20,Heidenheim,RB Leipzig,1,2
2024-04-20,Hoffenheim,M'gladbach,4,3
2024-04-20,Wolfsburg,Bochum,1,0
2024-04-20,Union Berlin,Bayern Munich,1,5
2024-04-21,Werder Bremen,Stuttgart,2,1
2024-04-21,Dortmund,Leverkusen,1,1
2024-04-21,Freiburg,Mainz,1,1
2024-04-26,Bochum,Hoffenheim,3,2
2024-04-27,Augsburg,Werder Bremen,0,3
2024-04-27,Bayern Munich,Ein Frankfurt,2,1
2024-04-27,Freiburg,Wolfsburg,1,2
2024-04-27,RB Leipzig,Dortmund,4,1
2024-04-27,Leverkusen,Stuttgart,2,2
2024-04-28,M'gladbach,Union Berlin,0,0
2024-04-28,Mainz,FC Koln,1,1
2024-04-28,Darmstadt,Heidenheim,0,1
2024-05-03,Hoffenheim,RB Leipzig,1,1
2024-05-04,Dortmund,Augsburg,5,1
2024-05-04,Stuttgart,Bayern Munich,3,1
2024-05-04,Werder Bremen,M'gladbach,2,2
2024-05-04,Wolfsburg,Darmstadt,3,0
2024-05-04,FC Koln,Freiburg,0,0
2024-05-05,Union Berlin,Bochum,3,4
2024-05-05,Ein Frankfurt,Leverkusen,1,5
2024-05-05,Heidenheim,Mainz,1,1
2024-05-10,Augsburg,Stuttgart,0,1
2024-05-11,FC Koln,Union Berlin,3,2
2024-05-11,Freiburg,Heidenheim,1,1
2024-05-11,M'gladbach,Ein Frankfurt,1,1
2024-05-11,RB Leipzig,Werder Bremen,1,1
2024-05-11,Mainz,Dortmund,3,0
2024-05-12,Darmstadt,Hoffenheim,0,6
2024-05-12,Bayern Munich,Wolfsburg,2,0
2024-05-12,Bochum,Leverkusen,0,5
2024-05-18,Dortmund,Darmstadt,4,0
2024-05-18,Ein Frankfurt,RB Leipzig,2,2
2024-05-18,Heidenheim,FC Koln,4,1
2024-05-18,Hoffenheim,Bayern Munich,4,2
2024-05-18,Leverkusen,Augsburg,2,1
2024-05-18,Stuttgart,M'gladbach,4,0
2024-05-18,Union Berlin,Freiburg,2,1
2024-05-18,Werder Bremen,Bochum,4,1
2024-05-18,Wolfsburg,Mainz,1,3
