Date,Home Team,Away Team,Home Goals,Away Goals
2022-11-10,Valencia,Betis,3,0
2022-11-10,Real Madrid,Cadiz,2,1
2022-12-29,Girona,Vallecano,2,2
2022-12-29,Betis,Ath Bilbao,0,0
2022-12-29,Ath Madrid,Elche,2,0
2022-12-30,Getafe,Mallorca,2,0
2022-12-30,Cadiz,Almeria,1,1
2022-12-30,Celta,Sevilla,1,1
2022-12-30,Valladolid,Real Madrid,0,2
2022-12-31,Barcelona,Espanol,1,1
2022-12-31,Sociedad,Osasuna,2,0
2022-12-31,Villarreal,Valencia,2,1
2023-01-06,Elche,Celta,0,1
2023-01-06,Valencia,Cadiz,0,1
2023-01-07,Villarreal,Real Madrid,2,1
2023-01-07,Mallorca,Valladolid,1,0
2023-01-07,Espanol,Girona,2,2
2023-01-08,Almeria,Sociedad,0,2
2023-01-08,Vallecano,Betis,1,2
2023-01-08,Sevilla,Getafe,2,1
2023-01-08,Ath Madrid,Barcelona,0,1
2023-01-09,Ath Bilbao,Osasuna,0,0
2023-01-13,Celta,Villarreal,1,1
2023-01-14,Valladolid,Vallecano,0,1
2023-01-14,Girona,Sevilla,2,1
2023-01-14,Osasuna,Mallorca,1,0
2023-01-14,Sociedad,Ath Bilbao,3,1
2023-01-15,Getafe,Espanol,1,2
2023-01-15,Almeria,Ath Madrid,1,1
2023-01-16,Cadiz,Elche,1,1
2023-01-20,Mallorca,Celta,1,0
2023-01-21,Vallecano,Sociedad,0,2
2023-01-21,Espanol,Betis,1,0
2023-01-21,Ath Madrid,Valladolid,3,0
2023-01-21,Sevilla,Cadiz,1,0
2023-01-22,Villarreal,Girona,1,0
2023-01-22,Elche,Osasuna,1,1
2023-01-22,Barcelona,Getafe,1,0
2023-01-22,Ath Bilbao,Real Madrid,0,2
2023-01-23,Valencia,Almeria,2,2
2023-01-27,Almeria,Espanol,3,1
2023-01-28,Cadiz,Mallorca,2,0
2023-01-28,Girona,Barcelona,0,1
2023-01-28,Sevilla,Elche,3,0
2023-01-28,Getafe,Betis,0,1
2023-01-29,Valladolid,Valencia,1,0
2023-01-29,Osasuna,Ath Madrid,0,1
2023-01-29,Celta,Ath Bilbao,1,0
2023-01-29,Real Madrid,Sociedad,0,0
2023-01-30,Villarreal,Vallecano,0,1
2023-02-01,Betis,Barcelona,1,2
2023-02-02,Real Madrid,Valencia,2,0
2023-02-03,Ath Bilbao,Cadiz,4,1
2023-02-04,Espanol,Osasuna,1,1
2023-02-04,Elche,Villarreal,3,1
2023-02-04,Ath Madrid,Getafe,1,1
2023-02-04,Betis,Celta,3,4
2023-02-05,Mallorca,Real Madrid,1,0
2023-02-05,Girona,Valencia,1,0
2023-02-05,Sociedad,Valladolid,0,1
2023-02-05,Barcelona,Sevilla,3,0
2023-02-06,Vallecano,Almeria,2,0
2023-02-10,Cadiz,Girona,2,0
2023-02-11,Almeria,Betis,2,3
2023-02-11,Sevilla,Mallorca,2,0
2023-02-11,Valencia,Ath Bilbao,1,2
2023-02-12,Getafe,Vallecano,1,1
2023-02-12,Celta,Ath Madrid,0,1
2023-02-12,Valladolid,Osasuna,0,0
2023-02-12,Villarreal,Barcelona,0,1
2023-02-13,Espanol,Sociedad,2,3
2023-02-15,Real Madrid,Elche,4,0
2023-02-17,Girona,Almeria,6,2
2023-02-18,Sociedad,Celta,1,1
2023-02-18,Betis,Valladolid,2,1
2023-02-18,Mallorca,Villarreal,4,2
2023-02-18,Osasuna,Real Madrid,0,2
2023-02-19,Elche,Espanol,0,1
2023-02-19,Vallecano,Sevilla,1,1
2023-02-19,Ath Madrid,Ath Bilbao,1,0
2023-02-19,Barcelona,Cadiz,2,0
2023-02-20,Getafe,Valencia,1,0
2023-02-24,Elche,Betis,2,3
2023-02-25,Espanol,Mallorca,2,1
2023-02-25,Cadiz,Vallecano,1,0
2023-02-25,Real Madrid,Ath Madrid,1,1
2023-02-25,Valencia,Sociedad,1,0
2023-02-26,Ath Bilbao,Girona,2,3
2023-02-26,Celta,Valladolid,3,0
2023-02-26,Almeria,Barcelona,1,0
2023-02-26,Sevilla,Osasuna,2,3
2023-02-27,Villarreal,Getafe,2,1
2023-03-03,Sociedad,Cadiz,0,0
2023-03-04,Getafe,Girona,3,2
2023-03-04,Almeria,Villarreal,0,2
2023-03-04,Mallorca,Elche,0,1
2023-03-04,Ath Madrid,Sevilla,6,1
2023-03-05,Valladolid,Espanol,2,1
2023-03-05,Barcelona,Valencia,1,0
2023-03-05,Vallecano,Ath Bilbao,0,0
2023-03-05,Betis,Real Madrid,0,0
2023-03-06,Osasuna,Celta,0,0
2023-03-10,Cadiz,Getafe,2,2
2023-03-11,Real Madrid,Espanol,3,1
2023-03-11,Elche,Valladolid,1,1
2023-03-11,Celta,Vallecano,3,0
2023-03-11,Valencia,Osasuna,1,0
2023-03-12,Mallorca,Sociedad,1,1
2023-03-12,Sevilla,Almeria,2,1
2023-03-12,Villarreal,Betis,1,1
2023-03-12,Ath Bilbao,Barcelona,0,1
2023-03-13,Girona,Ath Madrid,0,1
2023-03-17,Valladolid,Ath Bilbao,1,3
2023-03-18,Almeria,Cadiz,1,1
2023-03-18,Vallecano,Girona,2,2
2023-03-18,Espanol,Celta,1,3
2023-03-18,Ath Madrid,Valencia,3,0
2023-03-19,Betis,Mallorca,1,0
2023-03-19,Osasuna,Villarreal,0,3
2023-03-19,Sociedad,Elche,2,0
2023-03-19,Getafe,Sevilla,2,0
2023-03-19,Barcelona,Real Madrid,2,1
2023-03-31,Mallorca,Osasuna,0,0
2023-04-01,Girona,Espanol,2,1
2023-04-01,Ath Bilbao,Getafe,0,0
2023-04-01,Cadiz,Sevilla,0,2
2023-04-01,Elche,Barcelona,0,4
2023-04-02,Celta,Almeria,2,2
2023-04-02,Real Madrid,Valladolid,6,0
2023-04-02,Villarreal,Sociedad,2,0
2023-04-02,Ath Madrid,Betis,1,0
2023-04-03,Valencia,Vallecano,1,1
2023-04-07,Sevilla,Celta,2,2
2023-04-08,Osasuna,Elche,2,1
2023-04-08,Espanol,Ath Bilbao,1,2
2023-04-08,Sociedad,Getafe,2,0
2023-04-08,Real Madrid,Villarreal,2,3
2023-04-09,Valladolid,Mallorca,3,3
2023-04-09,Betis,Cadiz,0,2
2023-04-09,Almeria,Valencia,2,1
2023-04-09,Vallecano,Ath Madrid,1,2
2023-04-10,Barcelona,Girona,0,0
2023-04-14,Vallecano,Osasuna,2,1
2023-04-15,Villarreal,Valladolid,1,2
2023-04-15,Ath Bilbao,Sociedad,2,0
2023-04-15,Betis,Espanol,3,1
2023-04-15,Cadiz,Real Madrid,0,2
2023-04-16,Girona,Elche,2,0
2023-04-16,Getafe,Barcelona,0,0
2023-04-16,Ath Madrid,Almeria,2,1
2023-04-16,Valencia,Sevilla,0,2
2023-04-17,Celta,Mallorca,0,1
2023-04-21,Espanol,Cadiz,0,0
2023-04-22,Osasuna,Betis,3,2
2023-04-22,Almeria,Ath Bilbao,1,2
2023-04-22,Sociedad,Vallecano,2,1
2023-04-22,Valladolid,Girona,1,0
2023-04-22,Real Madrid,Celta,2,0
2023-04-23,Elche,Valencia,0,2
2023-04-23,Barcelona,Ath Madrid,1,0
2023-04-23,Mallorca,Getafe,3,1
2023-04-23,Sevilla,Villarreal,2,1
2023-04-25,Cadiz,Osasuna,0,1
2023-04-25,Girona,Real Madrid,4,2
2023-04-25,Betis,Sociedad,0,0
2023-04-26,Ath Madrid,Mallorca,3,1
2023-04-26,Getafe,Almeria,1,2
2023-04-26,Celta,Elche,1,0
2023-04-26,Vallecano,Barcelona,2,1
2023-04-27,Valencia,Valladolid,2,1
2023-04-27,Villarreal,Espanol,4,2
2023-04-27,Ath Bilbao,Sevilla,0,1
2023-04-28,Osasuna,Sociedad,0,2
2023-04-29,Elche,Vallecano,4,0
2023-04-29,Real Madrid,Almeria,4,2
2023-04-29,Barcelona,Betis,4,0
2023-04-30,Cadiz,Valencia,2,1
2023-04-30,Villarreal,Celta,3,1
2023-04-30,Espanol,Getafe,1,0
2023-04-30,Valladolid,Ath Madrid,2,5
2023-05-01,Mallorca,Ath Bilbao,1,1
2023-05-01,Sevilla,Girona,0,2
2023-05-02,Almeria,Elche,2,1
2023-05-02,Barcelona,Osasuna,1,0
2023-05-02,Sociedad,Real Madrid,2,0
2023-05-03,Valencia,Villarreal,1,1
2023-05-03,Ath Madrid,Cadiz,5,1
2023-05-03,Getafe,Celta,1,0
2023-05-04,Girona,Mallorca,2,1
2023-05-04,Sevilla,Espanol,3,2
2023-05-04,Ath Bilbao,Betis,0,1
2023-05-04,Vallecano,Valladolid,2,1
2023-05-12,Mallorca,Cadiz,1,0
2023-05-13,Sociedad,Girona,2,2
2023-05-13,Osasuna,Almeria,3,1
2023-05-13,Villarreal,Ath Bilbao,5,1
2023-05-13,Real Madrid,Getafe,1,0
2023-05-14,Celta,Valencia,1,2
2023-05-14,Elche,Ath Madrid,1,0
2023-05-14,Valladolid,Sevilla,0,3
2023-05-14,Espanol,Barcelona,2,4
2023-05-15,Betis,Vallecano,3,1
2023-05-19,Cadiz,Valladolid,2,0
2023-05-20,Girona,Villarreal,1,2
2023-05-20,Ath Bilbao,Celta,2,1
2023-05-20,Almeria,Mallorca,3,0
2023-05-20,Getafe,Elche,1,1
2023-05-20,Barcelona,Sociedad,1,2
2023-05-21,Vallecano,Espanol,1,2
2023-05-21,Ath Madrid,Osasuna,3,0
2023-05-21,Valencia,Real Madrid,1,0
2023-05-21,Sevilla,Betis,0,0
2023-05-23,Celta,Girona,1,1
2023-05-23,Sociedad,Almeria,1,0
2023-05-23,Valladolid,Barcelona,3,1
2023-05-24,Elche,Sevilla,1,1
2023-05-24,Real Madrid,Vallecano,2,1
2023-05-24,Villarreal,Cadiz,2,0
2023-05-24,Betis,Getafe,0,1
2023-05-24,Espanol,Ath Madrid,3,3
2023-05-25,Mallorca,Valencia,1,0
2023-05-25,Osasuna,Ath Bilbao,2,0
2023-05-27,Sevilla,Real Madrid,1,2
2023-05-28,Almeria,Valladolid,0,0
2023-05-28,Ath Bilbao,Elche,0,1
2023-05-28,Ath Madrid,Sociedad,2,1
2023-05-28,Barcelona,Mallorca,3,0
2023-05-28,Cadiz,Celta,1,0
2023-05-28,Getafe,Osasuna,2,1
2023-05-28,Girona,Betis,1,2
2023-05-28,Valencia,Espanol,2,2
2023-05-28,Vallecano,Villarreal,2,1
2023-06-04,Mallorca,Vallecano,3,0
2023-06-04,Osasuna,Girona,2,1
2023-06-04,Real Madrid,Ath Bilbao,1,1
2023-06-04,Sociedad,Sevilla,2,1
2023-06-04,Villarreal,Ath Madrid,2,2
2023-06-04,Betis,Valencia,1,1
2023-06-04,Celta,Barcelona,2,1
2023-06-04,Elche,Cadiz,1,1
2023-06-04,Espanol,Almeria,3,3
2023-06-04,Valladolid,Getafe,0,0
