Date,Home Team,Away Team,Home Goals,Away Goals
2022-11-09,Ein Frankfurt,Hoffenheim,4,2
2022-11-09,RB Leipzig,Freiburg,3,1
2022-11-09,Schalke 04,Mainz,1,0
2022-11-09,Union Berlin,Augsburg,2,2
2022-11-11,M'gladbach,Dortmund,4,2
2022-11-12,Augsburg,Bochum,0,1
2022-11-12,Hertha,FC Koln,2,0
2022-11-12,Hoffenheim,Wolfsburg,1,2
2022-11-12,Leverkusen,Stuttgart,2,0
2022-11-12,Werder Bremen,RB Leipzig,1,2
2022-11-12,Schalke 04,Bayern Munich,0,2
2022-11-13,Mainz,Ein Frankfurt,1,1
2022-11-13,Freiburg,Union Berlin,4,1
2023-01-20,RB Leipzig,Bayern Munich,1,1
2023-01-21,Bochum,Hertha,3,1
2023-01-21,Ein Frankfurt,Schalke 04,3,0
2023-01-21,Stuttgart,Mainz,1,1
2023-01-21,Union Berlin,Hoffenheim,3,1
2023-01-21,Wolfsburg,Freiburg,6,0
2023-01-21,FC Koln,Werder Bremen,7,1
2023-01-22,Dortmund,Augsburg,4,3
2023-01-22,M'gladbach,Leverkusen,2,3
2023-01-24,Schalke 04,RB Leipzig,1,6
2023-01-24,Bayern Munich,FC Koln,1,1
2023-01-24,Hertha,Wolfsburg,0,5
2023-01-24,Hoffenheim,Stuttgart,2,2
2023-01-25,Mainz,Dortmund,1,2
2023-01-25,Augsburg,M'gladbach,1,0
2023-01-25,Freiburg,Ein Frankfurt,1,1
2023-01-25,Leverkusen,Bochum,2,0
2023-01-25,Werder Bremen,Union Berlin,1,2
2023-01-27,RB Leipzig,Stuttgart,2,1
2023-01-28,Freiburg,Augsburg,3,1
2023-01-28,Hertha,Union Berlin,0,2
2023-01-28,Hoffenheim,M'gladbach,1,4
2023-01-28,Mainz,Bochum,5,2
2023-01-28,Werder Bremen,Wolfsburg,2,1
2023-01-28,Bayern Munich,Ein Frankfurt,1,1
2023-01-29,Schalke 04,FC Koln,0,0
2023-01-29,Leverkusen,Dortmund,0,2
2023-02-03,Augsburg,Leverkusen,1,0
2023-02-04,Bochum,Hoffenheim,5,2
2023-02-04,Dortmund,Freiburg,5,1
2023-02-04,Ein Frankfurt,Hertha,3,0
2023-02-04,FC Koln,RB Leipzig,0,0
2023-02-04,Union Berlin,Mainz,2,1
2023-02-04,M'gladbach,Schalke 04,0,0
2023-02-05,Stuttgart,Werder Bremen,0,2
2023-02-05,Wolfsburg,Bayern Munich,2,4
2023-02-10,Schalke 04,Wolfsburg,0,0
2023-02-11,Bayern Munich,Bochum,3,0
2023-02-11,Freiburg,Stuttgart,2,1
2023-02-11,Hoffenheim,Leverkusen,1,3
2023-02-11,Mainz,Augsburg,3,1
2023-02-11,Werder Bremen,Dortmund,0,2
2023-02-11,RB Leipzig,Union Berlin,1,2
2023-02-12,Hertha,M'gladbach,4,1
2023-02-12,FC Koln,Ein Frankfurt,3,0
2023-02-17,Augsburg,Hoffenheim,1,0
2023-02-18,Bochum,Freiburg,0,2
2023-02-18,M'gladbach,Bayern Munich,3,2
2023-02-18,Stuttgart,FC Koln,3,0
2023-02-18,Wolfsburg,RB Leipzig,0,3
2023-02-18,Ein Frankfurt,Werder Bremen,2,0
2023-02-19,Union Berlin,Schalke 04,0,0
2023-02-19,Dortmund,Hertha,4,1
2023-02-19,Leverkusen,Mainz,2,3
2023-02-24,Mainz,M'gladbach,4,0
2023-02-25,FC Koln,Wolfsburg,0,2
2023-02-25,Hertha,Augsburg,2,0
2023-02-25,Hoffenheim,Dortmund,0,1
2023-02-25,RB Leipzig,Ein Frankfurt,2,1
2023-02-25,Werder Bremen,Bochum,3,0
2023-02-25,Schalke 04,Stuttgart,2,1
2023-02-26,Freiburg,Leverkusen,1,1
2023-02-26,Bayern Munich,Union Berlin,3,0
2023-03-03,Dortmund,RB Leipzig,2,1
2023-03-04,Augsburg,Werder Bremen,2,1
2023-03-04,Bochum,Schalke 04,0,2
2023-03-04,Mainz,Hoffenheim,1,0
2023-03-04,M'gladbach,Freiburg,0,0
2023-03-04,Union Berlin,FC Koln,0,0
2023-03-04,Stuttgart,Bayern Munich,1,2
2023-03-05,Leverkusen,Hertha,4,1
2023-03-05,Wolfsburg,Ein Frankfurt,2,2
2023-03-10,FC Koln,Bochum,0,2
2023-03-11,Bayern Munich,Augsburg,5,3
2023-03-11,Ein Frankfurt,Stuttgart,1,1
2023-03-11,Hertha,Mainz,1,1
2023-03-11,RB Leipzig,M'gladbach,3,0
2023-03-11,Schalke 04,Dortmund,2,2
2023-03-12,Freiburg,Hoffenheim,2,1
2023-03-12,Werder Bremen,Leverkusen,2,3
2023-03-12,Wolfsburg,Union Berlin,1,1
2023-03-17,M'gladbach,Werder Bremen,2,2
2023-03-18,Augsburg,Schalke 04,1,1
2023-03-18,Bochum,RB Leipzig,1,0
2023-03-18,Hoffenheim,Hertha,3,1
2023-03-18,Stuttgart,Wolfsburg,0,1
2023-03-18,Dortmund,FC Koln,6,1
2023-03-19,Union Berlin,Ein Frankfurt,2,0
2023-03-19,Leverkusen,Bayern Munich,2,1
2023-03-19,Mainz,Freiburg,1,1
2023-03-31,Ein Frankfurt,Bochum,1,1
2023-04-01,Freiburg,Hertha,1,1
2023-04-01,RB Leipzig,Mainz,0,3
2023-04-01,Schalke 04,Leverkusen,0,3
2023-04-01,Union Berlin,Stuttgart,3,0
2023-04-01,Wolfsburg,Augsburg,2,2
2023-04-01,Bayern Munich,Dortmund,4,2
2023-04-02,FC Koln,M'gladbach,0,0
2023-04-02,Werder Bremen,Hoffenheim,1,2
2023-04-08,Augsburg,FC Koln,1,3
2023-04-08,Dortmund,Union Berlin,2,1
2023-04-08,Freiburg,Bayern Munich,0,1
2023-04-08,Leverkusen,Ein Frankfurt,3,1
2023-04-08,Mainz,Werder Bremen,2,2
2023-04-08,Hertha,RB Leipzig,0,1
2023-04-09,M'gladbach,Wolfsburg,2,0
2023-04-09,Bochum,Stuttgart,2,3
2023-04-09,Hoffenheim,Schalke 04,2,0
2023-04-14,Schalke 04,Hertha,5,2
2023-04-15,Bayern Munich,Hoffenheim,1,1
2023-04-15,FC Koln,Mainz,1,1
2023-04-15,RB Leipzig,Augsburg,3,2
2023-04-15,Stuttgart,Dortmund,3,3
2023-04-15,Ein Frankfurt,M'gladbach,1,1
2023-04-16,Werder Bremen,Freiburg,1,2
2023-04-16,Union Berlin,Bochum,1,1
2023-04-16,Wolfsburg,Leverkusen,0,0
2023-04-21,Augsburg,Stuttgart,1,1
2023-04-22,Bochum,Wolfsburg,1,5
2023-04-22,Hertha,Werder Bremen,2,4
2023-04-22,Hoffenheim,FC Koln,1,3
2023-04-22,Mainz,Bayern Munich,3,1
2023-04-22,Dortmund,Ein Frankfurt,4,0
2023-04-23,Freiburg,Schalke 04,4,0
2023-04-23,Leverkusen,RB Leipzig,2,0
2023-04-23,M'gladbach,Union Berlin,0,1
2023-04-28,Bochum,Dortmund,1,1
2023-04-29,Ein Frankfurt,Augsburg,1,1
2023-04-29,FC Koln,Freiburg,0,1
2023-04-29,RB Leipzig,Hoffenheim,1,0
2023-04-29,Stuttgart,M'gladbach,2,1
2023-04-29,Union Berlin,Leverkusen,0,0
2023-04-29,Schalke 04,Werder Bremen,2,1
2023-04-30,Bayern Munich,Hertha,2,0
2023-04-30,Wolfsburg,Mainz,3,0
2023-05-05,Leverkusen,FC Koln,1,2
2023-05-05,Mainz,Schalke 04,2,3
2023-05-06,Augsburg,Union Berlin,1,0
2023-05-06,Freiburg,RB Leipzig,0,1
2023-05-06,Hertha,Stuttgart,2,1
2023-05-06,Hoffenheim,Ein Frankfurt,3,1
2023-05-06,M'gladbach,Bochum,2,0
2023-05-06,Werder Bremen,Bayern Munich,1,2
2023-05-07,Dortmund,Wolfsburg,6,0
2023-05-12,FC Koln,Hertha,5,2
2023-05-13,Bayern Munich,Schalke 04,6,0
2023-05-13,Bochum,Augsburg,3,2
2023-05-13,Ein Frankfurt,Mainz,3,0
2023-05-13,Union Berlin,Freiburg,4,2
2023-05-13,Wolfsburg,Hoffenheim,2,1
2023-05-13,Dortmund,M'gladbach,5,2
2023-05-14,Stuttgart,Leverkusen,1,1
2023-05-14,RB Leipzig,Werder Bremen,2,1
2023-05-19,Freiburg,Wolfsburg,2,0
2023-05-20,Hertha,Bochum,1,1
2023-05-20,Hoffenheim,Union Berlin,4,2
2023-05-20,Schalke 04,Ein Frankfurt,2,2
2023-05-20,Werder Bremen,FC Koln,1,1
2023-05-20,Bayern Munich,RB Leipzig,1,3
2023-05-21,Mainz,Stuttgart,1,4
2023-05-21,Augsburg,Dortmund,0,3
2023-05-21,Leverkusen,M'gladbach,2,2
2023-05-27,Bochum,Leverkusen,3,0
2023-05-27,Dortmund,Mainz,2,2
2023-05-27,Ein Frankfurt,Freiburg,2,1
2023-05-27,FC Koln,Bayern Munich,1,2
2023-05-27,M'gladbach,Augsburg,2,0
2023-05-27,RB Leipzig,Schalke 04,4,2
2023-05-27,Stuttgart,Hoffenheim,1,1
2023-05-27,Union Berlin,Werder Bremen,1,0
2023-05-27,Wolfsburg,Hertha,1,2
